target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],[CH3:0][C@:1]12[CH2:2][CH2:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C@@H:12]([OH:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][O:25][C:26](=[O:27])[CH2:28][CH2:29][C:30](=[O:31])[O-:32],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,[CH3:0][C@:1]12[CH2:2][CH2:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C@@H:12]([OH:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][O:25][C:26](=[O:27])[CH2:28][CH2:29][CH:30]1[CH2:31][CH2:32][CH2:33][CH2:34]1,"([('Carboxylic acid', 1, [(30, 31, 32)])], [])","([], [('C5 alkane', 1, [(30, 31, 32, 33, 34)])])","[('Carboxylic acid', [(30, 31, 32)])]","defaultdict(<class 'list'>, {'C5 alkane ([CH:30]1[CH2:31][CH2:32][CH2:33][CH2:34]1)': [(30, 29, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],[CH3:0][C@:1]12[CH2:2][CH2:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C@@H:12]([OH:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][O:25][C:26](=[O:27])[CH2:28][CH2:29][C:30](=[O:31])[O-:32],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],[CH3:0][C@:1]12[CH2:2][CH2:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C@@H:12]([OH:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][O:25][P:26](=[O:27])([O-:28])[O-:29],"([('Carboxylic acid', 1, [(30, 31, 32)]), ('Carboxylic ester', 1, [(26, 27, 25)])], [('C1 alkane', 1, [(24,)]), ('C2 alkane', 1, [(28, 29)])])","([('Phosphoric monoester', 1, [(26, 27, 28, 29, 25, 24)])], [])","[('Carboxylic acid', [(30, 31, 32)]), ('Carboxylic ester', [(26, 27, 25)]), ('C1 alkane', [(24,)]), ('C2 alkane', [(28, 29)])]","defaultdict(<class 'list'>, {'Phosphoric monoester ([CH2:24][O:25][P:26](=[O:27])([O-:28])[O-:29])': [(24, 22, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],[CH3:0][C@:1]12[CH2:2][CH2:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C@@H:12]([OH:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][O:25][C:26](=[O:27])[CH2:28][CH2:29][C:30](=[O:31])[O-:32],CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[CH3:0][C:1](=[O:2])[O:3][CH2:4][C:5](=[O:6])[C@@:7]1([OH:8])[CH2:9][CH2:10][C@H:11]2[C@@H:12]3[CH2:13][CH2:14][C:15]4=[CH:16][C:17](=[O:18])[CH2:19][CH2:20][C@:21]4([CH3:22])[C@H:23]3[C@@H:24]([OH:25])[CH2:26][C@:27]12[CH3:28],"([('Carboxylic acid', 1, [(30, 31, 32)])], [('C1 alkane', 1, [(29,)])])","([], [])","[('Carboxylic acid', [(30, 31, 32)]), ('C1 alkane', [(29,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,[CH3:0][C@:1]12[CH2:2][CH2:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C@@H:12]([OH:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][O:25][C:26](=[O:27])[CH2:28][CH2:29][CH:30]1[CH2:31][CH2:32][CH2:33][CH2:34]1,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[CH3:0][C:1](=[O:2])[O:3][CH2:4][C:5](=[O:6])[C@@:7]1([OH:8])[CH2:9][CH2:10][C@H:11]2[C@@H:12]3[CH2:13][CH2:14][C:15]4=[CH:16][C:17](=[O:18])[CH2:19][CH2:20][C@:21]4([CH3:22])[C@H:23]3[C@@H:24]([OH:25])[CH2:26][C@:27]12[CH3:28],"([], [('C6 alkane', 1, [(29, 30, 31, 32, 33, 34)])])","([], [])","[('C6 alkane', [(29, 30, 31, 32, 33, 34)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],[CH3:0][C@:1]12[CH2:2][CH2:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C@@H:12]([OH:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][O:25][P:26](=[O:27])([O-:28])[O-:29],CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[CH3:0][C:1](=[O:2])[O:3][CH2:4][C:5](=[O:6])[C@@:7]1([OH:8])[CH2:9][CH2:10][C@H:11]2[C@@H:12]3[CH2:13][CH2:14][C:15]4=[CH:16][C:17](=[O:18])[CH2:19][CH2:20][C@:21]4([CH3:22])[C@H:23]3[C@@H:24]([OH:25])[CH2:26][C@:27]12[CH3:28],"([('Phosphoric monoester', 1, [(26, 27, 28, 29, 25, 24)])], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 2, [(0,), (4,)])])","[('Phosphoric monoester', [(26, 27, 28, 29, 25, 24)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH2:4])': [(4, 3, 'Carboxylic ester ([C:1](=[O:2])[O:3])'), (4, 22, 'target molecule')], 'Carboxylic ester ([C:1](=[O:2])[O:3])': [(1, 0, 'C1 alkane ([CH3:0])')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,[CH2:0]=[C:1]1/[C:2](=[CH:3]\[CH:4]=[C:5]2/[CH2:6][CH2:7][CH2:8][C@:9]3([CH3:10])[C@@H:11]([C@H:12]([CH3:13])/[CH:14]=[CH:15]/[C@H:16]([CH3:17])[CH:18]([CH3:19])[CH3:20])[CH2:21][CH2:22][C@@H:23]23)[CH2:24][C@@H:25]([OH:26])[CH2:27][C@@H:28]1[OH:29],C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,[CH2:0]=[C:1]1[CH2:2][CH2:3][C@H:4]([OH:5])[CH2:6]/[C:7]1=[CH:8]/[CH:9]=[C:10]1\[CH2:11][CH2:12][CH2:13][C@:14]2([CH3:15])[C@@H:16]([C@H:17]([CH3:18])/[CH:19]=[CH:20]/[C@H:21]([CH3:22])[CH:23]([CH3:24])[CH3:25])[CH2:26][CH2:27][C@@H:28]12,"([('Hydroxy', 1, [(29,)])], [])","([], [])","[('Hydroxy', [(29,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,[CH2:0]=[C:1]1/[C:2](=[CH:3]\[CH:4]=[C:5]2/[CH2:6][CH2:7][CH2:8][C@:9]3([CH3:10])[C@@H:11]([C@H:12]([CH3:13])/[CH:14]=[CH:15]/[C@H:16]([CH3:17])[CH:18]([CH3:19])[CH3:20])[CH2:21][CH2:22][C@@H:23]23)[CH2:24][C@@H:25]([OH:26])[CH2:27][C@@H:28]1[OH:29],C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,[CH2:0]=[C:1]1/[C:2](=[CH:3]\[CH:4]=[C:5]2/[CH2:6][CH2:7][CH2:8][C@:9]3([CH3:10])[C@@H:11]([C@H:12]([CH3:13])/[CH:14]=[CH:15]/[C@@H:16]([OH:17])[CH:18]4[CH2:19][CH2:20]4)[CH2:21][CH2:22][C@@H:23]23)[CH2:24][C@@H:25]([OH:26])[CH2:27][C@@H:28]1[OH:29],"([], [('C3 alkane', 1, [(18, 19, 20)])])","([('Hydroxy', 1, [(17,)])], [('C2 alkane', 1, [(19, 20)])])","[('C3 alkane', [(18, 19, 20)])]","defaultdict(<class 'list'>, {'C2 alkane ([CH2:19][CH2:20])': [(19, 17, 'target molecule'), (20, 17, 'target molecule')], 'Hydroxy ([OH:17])': [(17, 16, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,[CH2:0]=[C:1]1/[C:2](=[CH:3]\[CH:4]=[C:5]2/[CH2:6][CH2:7][CH2:8][C@:9]3([CH3:10])[C@@H:11]([C@H:12]([CH3:13])[CH2:14][CH2:15][CH2:16][C:17]([CH3:18])([CH3:19])[OH:20])[CH2:21][CH2:22][C@@H:23]23)[CH2:24][C@@H:25]([OH:26])[CH2:27][C@@H:28]1[OH:29],C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,[CH2:0]=[C:1]1[CH2:2][CH2:3][C@H:4]([OH:5])[CH2:6]/[C:7]1=[CH:8]/[CH:9]=[C:10]1\[CH2:11][CH2:12][CH2:13][C@:14]2([CH3:15])[C@@H:16]([C@H:17]([CH3:18])[CH2:19][CH2:20][CH2:21][C:22]([CH3:23])([CH3:24])[OH:25])[CH2:26][CH2:27][C@@H:28]12,"([('Hydroxy', 1, [(29,)])], [])","([], [])","[('Hydroxy', [(29,)])]","defaultdict(<class 'list'>, {})",0.0,1.0,drugs approved by the FDA and passed clinical trials
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,[CH2:0]=[C:1]1[CH2:2][CH2:3][C@H:4]([OH:5])[CH2:6]/[C:7]1=[CH:8]/[CH:9]=[C:10]1\[CH2:11][CH2:12][CH2:13][C@:14]2([CH3:15])[C@@H:16]([C@H:17]([CH3:18])[CH2:19][CH2:20][CH2:21][C:22]([CH3:23])([CH3:24])[OH:25])[CH2:26][CH2:27][C@@H:28]12,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,[CH2:0]=[C:1]1[CH2:2][CH2:3][C@H:4]([OH:5])[CH2:6]/[C:7]1=[CH:8]/[CH:9]=[C:10]1\[CH2:11][CH2:12][CH2:13][C@:14]2([CH3:15])[C@@H:16]([C@H:17]([CH3:18])[CH2:19][CH2:20][CH2:21][CH:22]([CH3:23])[CH3:24])[CH2:25][CH2:26][C@@H:27]12,"([('Hydroxy', 1, [(25,)])], [])","([], [])","[('Hydroxy', [(25,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([O-:12])[c:13]3[c:14]([c:15]([O-:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23](=[O:24])[CH2:25][OH:26])[CH2:27][C@@H:28]3[O:29][C@H:30]1[CH2:31][C@H:32]([NH3+:33])[C@@H:34]([OH:35])[C@H:36]([CH3:37])[O:38]1,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([O-:12])[c:13]3[c:14]([c:15]([O-:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23]([CH3:24])=[O:25])[CH2:26][C@@H:27]3[O:28][C@H:29]1[CH2:30][C@H:31]([NH3+:32])[C@H:33]([OH:34])[C@H:35]([CH3:36])[O:37]1,"([('Hydroxy', 1, [(26,)])], [])","([], [])","[('Hydroxy', [(26,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([O-:12])[c:13]3[c:14]([c:15]([O-:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23](=[O:24])[CH2:25][OH:26])[CH2:27][C@@H:28]3[O:29][C@H:30]1[CH2:31][C@H:32]([NH3+:33])[C@@H:34]([OH:35])[C@H:36]([CH3:37])[O:38]1,CC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,[CH3:0][C:1](=[O:2])[C@:3]1([OH:4])[CH2:5][c:6]2[c:7]([O-:8])[c:9]3[c:10]([c:11]([O-:12])[c:13]2[C@@H:14]([O:15][C@H:16]2[CH2:17][C@H:18]([NH3+:19])[C@H:20]([OH:21])[C@H:22]([CH3:23])[O:24]2)[CH2:25]1)[C:26](=[O:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][c:33]1[C:34]3=[O:35],"([('Hydroxy', 1, [(26,)]), ('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])","[('Hydroxy', [(26,)]), ('Ether', [(1,)]), ('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)([NH3+])[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,[CH3:0][NH2+:1][C@H:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[C:7](=[O:8])[NH:9][C@H:10]1[C:11](=[O:12])[NH:13][C@@H:14]([CH2:15][C:16]([NH2:17])=[O:18])[C:19](=[O:20])[NH:21][C@H:22]2[C:23](=[O:24])[NH:25][C@H:26]3[C:27](=[O:28])[NH:29][C@H:30]([C:31](=[O:32])[NH:33][C@H:34]([C:35](=[O:36])[O-:37])[c:38]4[cH:39][c:40]([OH:41])[cH:42][c:43]([OH:44])[c:45]4-[c:46]4[cH:47][c:48]3[cH:49][cH:50][c:51]4[OH:52])[C@H:53]([OH:54])[c:55]3[cH:56][cH:57][c:58]([c:59]([Cl:60])[cH:61]3)[O:62][c:63]3[cH:64][c:65]2[cH:66][c:67]([c:68]3[O:69][C@@H:70]2[O:71][C@H:72]([CH2:73][OH:74])[C@@H:75]([OH:76])[C@H:77]([OH:78])[C@H:79]2[O:80][C@H:81]2[CH2:82][C@:83]([CH3:84])([NH3+:85])[C@H:86]([OH:87])[C@H:88]([CH3:89])[O:90]2)[O:91][c:92]2[cH:93][cH:94][c:95]([cH:96][c:97]2[Cl:98])[C@H:99]1[OH:100],CCCCCCCCCCNCC[NH2+][C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c5cc(O)c(C[NH2+]CP(=O)([O-])[O-])c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][NH:10][CH2:11][CH2:12][NH2+:13][C@@:14]1([CH3:15])[CH2:16][C@H:17]([O:18][C@H:19]2[C@H:20]([O:21][c:22]3[c:23]4[cH:24][c:25]5[cH:26][c:27]3[O:28][c:29]3[cH:30][cH:31][c:32]([cH:33][c:34]3[Cl:35])[C@@H:36]([OH:37])[C@@H:38]([NH:39][C:40](=[O:41])[C@@H:42]([CH2:43][CH:44]([CH3:45])[CH3:46])[NH2+:47][CH3:48])[C:49](=[O:50])[NH:51][C@@H:52]([CH2:53][C:54]([NH2:55])=[O:56])[C:57](=[O:58])[NH:59][C@H:60]5[C:61](=[O:62])[NH:63][C@H:64]3[C:65](=[O:66])[NH:67][C@H:68]([C:69](=[O:70])[NH:71][C@H:72]([C:73](=[O:74])[O-:75])[c:76]5[cH:77][c:78]([OH:79])[c:80]([CH2:81][NH2+:82][CH2:83][P:84](=[O:85])([O-:86])[O-:87])[c:88]([OH:89])[c:90]5-[c:91]5[cH:92][c:93]3[cH:94][cH:95][c:96]5[OH:97])[C@H:98]([OH:99])[c:100]3[cH:101][cH:102][c:103]([c:104]([Cl:105])[cH:106]3)[O:107]4)[O:108][C@H:109]([CH2:110][OH:111])[C@@H:112]([OH:113])[C@@H:114]2[OH:115])[O:116][C@@H:117]([CH3:118])[C@H:119]1[OH:120],"([], [])","([('Amine', 1, [(10,)]), ('Ammonium', 1, [(82,)]), ('Phosphonic acid', 1, [(84, 85, 86, 87)])], [('C10 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]), ('C2 alkane', 1, [(11, 12)]), ('C1 alkane', 2, [(81,), (83,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH2:81])': [(81, 42, 'target molecule'), (81, 82, 'Ammonium ([NH2+:82])')], 'C2 alkane ([CH2:11][CH2:12])': [(11, 10, 'Amine ([NH:10])'), (12, 85, 'target molecule')], 'Amine ([NH:10])': [(10, 9, 'C10 alkane ([CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9])')], 'Ammonium ([NH2+:82])': [(82, 83, 'C1 alkane ([CH2:83])')], 'Phosphonic acid ([P:84](=[O:85])([O-:86])[O-:87])': [(84, 83, 'C1 alkane ([CH2:83])')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([OH:12])[c:13]3[c:14]([c:15]([OH:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23]([CH3:24])=[O:25])[CH2:26][C@@H:27]3[O:28][C@H:29]1[CH2:30][C@H:31]([NH2:32])[C@H:33]([OH:34])[C@H:35]([CH3:36])[O:37]1.[ClH:38],COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([OH:12])[c:13]3[c:14]([c:15]([OH:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23](=[O:24])[CH2:25][OH:26])[CH2:27][C@@H:28]3[O:29][C@H:30]1[CH2:31][C@H:32]([NH2:33])[C@H:34]([OH:35])[C@H:36]([CH3:37])[O:38]1.[ClH:39],"([], [])","([('Hydroxy', 1, [(26,)])], [])",[],"defaultdict(<class 'list'>, {'Hydroxy ([OH:26])': [(26, 24, 'target molecule')]})",0.0,0.0,drugs approved by the FDA and passed clinical trials
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([O-:12])[c:13]3[c:14]([c:15]([O-:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23]([CH3:24])=[O:25])[CH2:26][C@@H:27]3[O:28][C@H:29]1[CH2:30][C@H:31]([NH3+:32])[C@H:33]([OH:34])[C@H:35]([CH3:36])[O:37]1,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([O-:12])[c:13]3[c:14]([c:15]([O-:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23](=[O:24])[CH2:25][OH:26])[CH2:27][C@@H:28]3[O:29][C@H:30]1[CH2:31][C@H:32]([NH3+:33])[C@H:34]([OH:35])[C@H:36]([CH3:37])[O:38]1,"([], [])","([('Hydroxy', 1, [(26,)])], [])",[],"defaultdict(<class 'list'>, {'Hydroxy ([OH:26])': [(26, 24, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([O-:12])[c:13]3[c:14]([c:15]([O-:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23]([CH3:24])=[O:25])[CH2:26][C@@H:27]3[O:28][C@H:29]1[CH2:30][C@H:31]([NH3+:32])[C@H:33]([OH:34])[C@H:35]([CH3:36])[O:37]1,CC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,[CH3:0][C:1](=[O:2])[C@:3]1([OH:4])[CH2:5][c:6]2[c:7]([O-:8])[c:9]3[c:10]([c:11]([O-:12])[c:13]2[C@@H:14]([O:15][C@H:16]2[CH2:17][C@H:18]([NH3+:19])[C@H:20]([OH:21])[C@H:22]([CH3:23])[O:24]2)[CH2:25]1)[C:26](=[O:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][c:33]1[C:34]3=[O:35],"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])","[('Ether', [(1,)]), ('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,[CH3:0][O:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([O-:12])[c:13]3[c:14]([c:15]([O-:16])[c:17]1[C:18]2=[O:19])[CH2:20][C@@:21]([OH:22])([C:23](=[O:24])[CH2:25][OH:26])[CH2:27][C@@H:28]3[O:29][C@H:30]1[CH2:31][C@H:32]([NH3+:33])[C@H:34]([OH:35])[C@H:36]([CH3:37])[O:38]1,CC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,[CH3:0][C:1](=[O:2])[C@:3]1([OH:4])[CH2:5][c:6]2[c:7]([O-:8])[c:9]3[c:10]([c:11]([O-:12])[c:13]2[C@@H:14]([O:15][C@H:16]2[CH2:17][C@H:18]([NH3+:19])[C@H:20]([OH:21])[C@H:22]([CH3:23])[O:24]2)[CH2:25]1)[C:26](=[O:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][c:33]1[C:34]3=[O:35],"([('Hydroxy', 1, [(26,)]), ('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])","[('Hydroxy', [(26,)]), ('Ether', [(1,)]), ('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
